name,category,instructions,glass,alcohol,Ingrediants
Pink Lady,Ordinary Drink,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Gin', 'Ingrediant 2': ' 1 tsp  Grenadine', 'Ingrediant 3': ' 1 tsp  Light cream', 'Ingrediant 4': ' 1  Egg white'}"
Pegu Club,Cocktail,"Shake, strain, up, cocktail glass",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 1/2 ozGin', 'Ingrediant 2': ' 3/4 oz Orange Curacao', 'Ingrediant 3': ' 3/4 oz Lime Juice', 'Ingrediant 4': ' 1 dash Angostura Bitters', 'Ingrediant 5': ' 1 dash Orange Bitters'}"
Pink Moon,Cocktail,"Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!",Whiskey Glass,Alcoholic,"{'Ingrediant 1': '1 shotGin', 'Ingrediant 2': ' 1 shot Coconut Liqueur', 'Ingrediant 3': ' 25 ml Elderflower cordial', 'Ingrediant 4': ' 30 ml Lime Juice', 'Ingrediant 5': ' Garnish with Blackberries'}"
Pisco Sour,Cocktail,"Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters. ",Cocktail glass,Alcoholic,"{'Ingrediant 1': '2 oz Pisco', 'Ingrediant 2': ' 1 oz  Lemon juice', 'Ingrediant 3': ' 1-2 tblsp  Sugar', 'Ingrediant 4': ' 1 Ice', 'Ingrediant 5': ' Egg White'}"
Porto Flip,Ordinary Drink,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '3 partsBrandy', 'Ingrediant 2': ' 9 parts Port', 'Ingrediant 3': ' 2 parts Egg Yolk'}"
Penicillin,Cocktail,"Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.",Old-fashioned glass,Alcoholic,"{'Ingrediant 1': '2 ozBlended Scotch', 'Ingrediant 2': ' 3/4 oz Lemon Juice', 'Ingrediant 3': ' 2 tsp Honey syrup', 'Ingrediant 4': ' 2 tsp Ginger Syrup', 'Ingrediant 5': ' 1/4 oz Islay single malt Scotch'}"
Pina Colada,Ordinary Drink,"Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",Collins glass,Alcoholic,"{'Ingrediant 1': '3 oz Light rum', 'Ingrediant 2': ' 3 tblsp  Coconut milk', 'Ingrediant 3': ' 3 tblsp  Pineapple'}"
Pink Penocha,Punch / Party Drink,mix all ingredients into bowl keep iced stir frequently,Punch bowl,Alcoholic,"{'Ingrediant 1': '750 ml Everclear', 'Ingrediant 2': ' 1750 ml  Vodka', 'Ingrediant 3': ' 1750 ml  Peach schnapps', 'Ingrediant 4': ' 1 gal  Orange juice', 'Ingrediant 5': ' 1 gal  Cranberry juice'}"
Pure Passion,Cocktail,Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,Whiskey sour glass,Alcoholic,"{'Ingrediant 1': '40 mlRum', 'Ingrediant 2': ' 20 ml Passoa', 'Ingrediant 3': ' 30 ml Lime Juice', 'Ingrediant 4': ' 15 ml Passion fruit syrup', 'Ingrediant 5': ' Dash Peach Bitters', 'Ingrediant 6': ' Garnish with Mint'}"
Popped Cherry,Ordinary Drink,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,Highball glass,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': ' 2 oz  Cherry liqueur', 'Ingrediant 3': ' 4 oz  Cranberry juice', 'Ingrediant 4': ' 4 oz  Orange juice'}"
Poppy Cocktail,Ordinary Drink,"Shake ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Gin', 'Ingrediant 2': ' 3/4 oz white  Creme de Cacao'}"
Port Wine Flip,Ordinary Drink,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Whiskey sour glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Port', 'Ingrediant 2': ' 2 tsp  Light cream', 'Ingrediant 3': ' 1 tsp  Powdered sugar', 'Ingrediant 4': ' 1 whole  Egg', 'Ingrediant 5': ' Nutmeg'}"
Planter'S Punch,Punch / Party Drink,"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",Collins glass,Alcoholic,"{'Ingrediant 1': '1 part Dark rum', 'Ingrediant 2': ' 1/2 part  Orgeat syrup', 'Ingrediant 3': ' 2 parts  Orange juice', 'Ingrediant 4': ' 1 part  Pineapple juice'}"
Pineapple Paloma,Cocktail,"Rub the rim of each glass with lime slice and dip into salt. Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda. Give it a quick stir. Garnish with fresh pineapple or lime.",Collins glass,Alcoholic,"{'Ingrediant 1': '4 ozTequila', 'Ingrediant 2': ' 4 oz Grapefruit Juice', 'Ingrediant 3': ' 1 oz Fresh Lime Juice', 'Ingrediant 4': ' 8 oz Pineapple Juice', 'Ingrediant 5': ' Garnish with Lime', 'Ingrediant 6': ' Rimmed Pepper'}"
Pornstar Martini,Cocktail,Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half and use as garnish. Pour prosecco into a chilled shot glass and serve alongside the martini.,Cocktail glass,Alcoholic,"{'Ingrediant 1': '3 clVodka', 'Ingrediant 2': ' 3 cl Passoa', 'Ingrediant 3': ' 1 cl Passion fruit juice', 'Ingrediant 4': ' 1 cl Lime', 'Ingrediant 5': ' 1 shot Prosecco'}"
Planter’S Punch,Cocktail,Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.,Highball glass,Alcoholic,"{'Ingrediant 1': '4.5 cLDark Rum', 'Ingrediant 2': ' 3 cl Orange Juice', 'Ingrediant 3': ' 3.5 cl Pineapple Juice', 'Ingrediant 4': ' 1 cl Grenadine', 'Ingrediant 5': ' 1 cl Sugar Syrup', 'Ingrediant 6': ' 4 drops Angostura Bitters'}"
Port And Starboard,Ordinary Drink,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",Pousse cafe glass,Alcoholic,"{'Ingrediant 1': '1 tblsp Grenadine', 'Ingrediant 2': ' 1/2 oz  Green Creme de Menthe'}"
Port Wine Cocktail,Ordinary Drink,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '2 1/2 oz Port', 'Ingrediant 2': ' 1/2 tsp  Brandy'}"
Pysch Vitamin Light,Ordinary Drink,Shake with ice.,Collins Glass,Non alcoholic,"{'Ingrediant 1': '1 part Orange juice', 'Ingrediant 2': ' 1 part  Apple juice', 'Ingrediant 3': ' 1 part  Pineapple juice', 'Ingrediant 4': ' Ice'}"
Pink Panty Pulldowns,Ordinary Drink,Shake well,Collins Glass,Alcoholic,"{'Ingrediant 1': '1 L Sprite', 'Ingrediant 2': ' 2 cups  Pink lemonade', 'Ingrediant 3': ' 2 cups  Vodka'}"
Passion Fruit Martini,Cocktail,Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 shotVodka', 'Ingrediant 2': ' 1/2 shot Sugar Syrup', 'Ingrediant 3': ' Full Glass Passion fruit juice'}"
Pineapple Gingerale Smoothie,Other/Unknown,Throw everything into a blender and liquify.,Highball Glass,Non alcoholic,"{'Ingrediant 1': '1/4 inch Ginger', 'Ingrediant 2': ' 1/2  Pineapple'}"
Quentin,Ordinary Drink,"In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Dark rum', 'Ingrediant 2': ' 1/2 oz  Kahlua', 'Ingrediant 3': ' 1 oz  Light cream', 'Ingrediant 4': ' 1/8 tsp grated  Nutmeg'}"
Queen Bee,Ordinary Drink,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 oz Coffee brandy', 'Ingrediant 2': ' 1 1/2 oz  Lime vodka', 'Ingrediant 3': ' 1/2 oz cream  Sherry'}"
Quick F**K,Shot,"In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream",Shot glass,Alcoholic,"{'Ingrediant 1': '1 part Kahlua', 'Ingrediant 2': ' 1 part  Midori melon liqueur', 'Ingrediant 3': ' 1 part  Baileys irish cream'}"
Quick-Sand,Ordinary Drink,"Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",Highball glass,Alcoholic,"{'Ingrediant 1': '25 ml Black Sambuca', 'Ingrediant 2': ' Add 250 ml  Orange juice'}"
Queen Charlotte,Ordinary Drink,"Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.",Collins glass,Alcoholic,"{'Ingrediant 1': '2 oz Red wine', 'Ingrediant 2': ' 1 oz  Grenadine', 'Ingrediant 3': ' Lemon-lime soda'}"
Queen Elizabeth,Ordinary Drink,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Dry Vermouth', 'Ingrediant 2': ' 1 1/2 oz  Gin', 'Ingrediant 3': ' 1 1/2 tsp  Benedictine'}"
Quaker'S Cocktail,Ordinary Drink,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Light rum', 'Ingrediant 2': ' 3/4 oz  Brandy', 'Ingrediant 3': ' Juice of 1/4  Lemon', 'Ingrediant 4': ' 2 tsp  Raspberry syrup'}"
Quarter Deck Cocktail,Ordinary Drink,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 1/2 Light rum', 'Ingrediant 2': ' 1/3 oz cream  Sherry', 'Ingrediant 3': ' Juice of 1/2  Lime'}"
Rose,Ordinary Drink,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Dry Vermouth', 'Ingrediant 2': ' 1 oz  Gin', 'Ingrediant 3': ' 1/2 oz  Apricot brandy', 'Ingrediant 4': ' 1/2 tsp  Lemon juice', 'Ingrediant 5': ' 1 tsp  Grenadine', 'Ingrediant 6': ' Powdered sugar'}"
Radler,Ordinary Drink,"Pour beer into large mug, slowly add the 7-up (or Sprite).",Highball glass,Alcoholic,"{'Ingrediant 1': '12 oz Beer', 'Ingrediant 2': ' 12 oz  7-Up'}"
Rum Sour,Ordinary Drink,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Whiskey sour glass,Alcoholic,"{'Ingrediant 1': '2 oz Light rum', 'Ingrediant 2': ' 1 oz  Lemon juice', 'Ingrediant 3': ' 1/2 tsp superfine  Sugar', 'Ingrediant 4': ' 1  Orange', 'Ingrediant 5': ' 1  Maraschino cherry'}"
Rum Toddy,Ordinary Drink,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,Old-fashioned glass,Alcoholic,"{'Ingrediant 1': '2 oz light or dark Rum', 'Ingrediant 2': ' 2 tsp  Powdered sugar', 'Ingrediant 3': ' 1 twist of  Lemon peel', 'Ingrediant 4': ' 2 tsp  Water'}"
Rum Punch,Punch / Party Drink,Mix all ingredients in a punch bowl and serve.,Punch bowl,Alcoholic,"{'Ingrediant 1': 'mikey bottle Rum', 'Ingrediant 2': ' large bottle  Ginger ale', 'Ingrediant 3': ' 355 ml frozen  Fruit punch', 'Ingrediant 4': ' 355 ml frozen  Orange juice', 'Ingrediant 5': ' crushed  Ice'}"
Royal Fizz,Ordinary Drink,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,Collins glass,Alcoholic,"{'Ingrediant 1': '1 oz Gin', 'Ingrediant 2': ' 2 oz  Sweet and sour', 'Ingrediant 3': ' 1 whole  Egg', 'Ingrediant 4': ' Coca-Cola'}"
Rum Cooler,Ordinary Drink,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,Collins glass,Alcoholic,"{'Ingrediant 1': '2 oz light or dark Rum', 'Ingrediant 2': ' 4 oz  Lemon-lime soda', 'Ingrediant 3': ' 1  Lemon'}"
Rusty Nail,Ordinary Drink,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,Old-fashioned glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Scotch', 'Ingrediant 2': ' 1/2 oz  Drambuie', 'Ingrediant 3': ' 1 twist of  Lemon peel'}"
Rum Runner,Punch / Party Drink,Mix all ingredients in glass & add ice.,Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Malibu rum', 'Ingrediant 2': ' 1 oz  Blackberry brandy', 'Ingrediant 3': ' 3-4 oz  Orange juice', 'Ingrediant 4': ' 3-4 oz  Pineapple juice', 'Ingrediant 5': ' 3-4 oz  Cranberry juice'}"
Rum Cobbler,Ordinary Drink,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.",Old-fashioned glass,Alcoholic,"{'Ingrediant 1': '1 tsp superfine Sugar', 'Ingrediant 2': ' 3 oz  Club soda', 'Ingrediant 3': ' 1  Lemon', 'Ingrediant 4': ' 2 oz  Dark rum', 'Ingrediant 5': ' 1  Maraschino cherry', 'Ingrediant 6': ' 1  Orange'}"
Red Snapper,Shot,"One shot each, shake n shoot",Old-fashioned glass,Alcoholic,"{'Ingrediant 1': '1 shot Crown Royal', 'Ingrediant 2': ' 1 shot  Amaretto', 'Ingrediant 3': ' 1 shot  Cranberry juice'}"
Royal Flush,Shot,Pour all the ingredients into tumbler over ice. Strain into glass.,Old-fashioned glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Crown Royal', 'Ingrediant 2': ' 1 oz  Peach schnapps', 'Ingrediant 3': ' 1/2 oz  Chambord raspberry liqueur', 'Ingrediant 4': ' 1 oz  Cranberry juice'}"
Royal Bitch,Shot,Into a shot glass layer the Crown Royal on top of the Frangelico.,Shot glass,Alcoholic,"{'Ingrediant 1': '1 part Frangelico', 'Ingrediant 2': ' 1 part  Crown Royal'}"
Ruby Tuesday,Cocktail,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,Highball glass,Alcoholic,"{'Ingrediant 1': '2 oz Gin', 'Ingrediant 2': ' 5 oz  Cranberry juice', 'Ingrediant 3': ' 2 splashes  Grenadine'}"
Rail Splitter,Cocktail,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,Highball glass,Non alcoholic,"{'Ingrediant 1': '2 tsp Sugar syrup', 'Ingrediant 2': ' Lemon juice', 'Ingrediant 3': ' Ginger ale'}"
Rosemary Blue,Cocktail,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine. 2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water. 3) Gently fold with a bar spoon to mix.",Balloon Glass,Alcoholic,"{'Ingrediant 1': '50 mlGin', 'Ingrediant 2': ' 15 ml Blue Curacao', 'Ingrediant 3': ' 100 ml Tonic Water', 'Ingrediant 4': ' Garnish with Rosemary'}"
Royal Gin Fizz,Ordinary Drink,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Highball glass,Alcoholic,"{'Ingrediant 1': '2 oz Gin', 'Ingrediant 2': ' Juice of 1/2  Lemon', 'Ingrediant 3': ' 1 tsp  Powdered sugar', 'Ingrediant 4': ' 1 whole  Egg', 'Ingrediant 5': ' Carbonated water'}"
Rum Milk Punch,Ordinary Drink,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,Collins glass,Alcoholic,"{'Ingrediant 1': '2 oz Light rum', 'Ingrediant 2': ' 1 cup  Milk', 'Ingrediant 3': ' 1 tsp  Powdered sugar', 'Ingrediant 4': ' Nutmeg'}"
Ramos Gin Fizz,Cocktail,"Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white.  Pour all the ingredients into a shaker. Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush. Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist! Pour into a highball glass, add a splash of soda and garnish to taste. Ramos Gin Fizz was once drunk as an invigorating drink or even as a breakfast, try it as an aperitif and after dinner and you will discover a little gem now lost.",Highball glass,Alcoholic,"{'Ingrediant 1': '4.5 cLGin', 'Ingrediant 2': ' 3 cl Lemon Juice', 'Ingrediant 3': ' 3 cl Sugar Syrup', 'Ingrediant 4': ' 6 cl Cream', 'Ingrediant 5': ' 1 Egg White', 'Ingrediant 6': ' 2 drop Vanilla extract', 'Ingrediant 7': ' 2 cl Soda Water'}"
Raspberry Julep,Cocktail,"Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.",Cordial glass,Alcoholic,"{'Ingrediant 1': '2 ozBourbon', 'Ingrediant 2': ' 1/2 oz Raspberry syrup', 'Ingrediant 3': ' 8 Mint'}"
Rum Screwdriver,Ordinary Drink,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",Highball glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Light rum', 'Ingrediant 2': ' 5 oz  Orange juice'}"
Raspberry Cooler,Other/Unknown,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,Highball glass,Alcoholic,"{'Ingrediant 1': '2 oz Raspberry vodka', 'Ingrediant 2': ' 4 oz  Lemon-lime soda', 'Ingrediant 3': ' Ice'}"
Rum Old-Fashioned,Ordinary Drink,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",Old-fashioned glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Light rum', 'Ingrediant 2': ' 1 tsp  151 proof rum', 'Ingrediant 3': ' 1/2 tsp  Powdered sugar', 'Ingrediant 4': ' 1 dash  Bitters', 'Ingrediant 5': ' 1 tsp  Water', 'Ingrediant 6': ' Twist of  Lime peel'}"
Russian Spring Punch,Ordinary Drink,"Pour the ingredients into an highball glass, top with Sparkling wine.",Highball glass,Alcoholic,"{'Ingrediant 1': '2.5 clVodka', 'Ingrediant 2': ' 1.5 cl Creme de Cassis', 'Ingrediant 3': ' 1 cl Sugar Syrup', 'Ingrediant 4': ' 2.5 cl Lemon Juice'}"
Radioactive Long Island Iced Tea,Ordinary Drink,Pour all ingredients over ice in a very tall glass. Sip cautiously.,Collins Glass,Alcoholic,"{'Ingrediant 1': '1 oz Rum', 'Ingrediant 2': ' 1 oz  Vodka', 'Ingrediant 3': ' 1 oz  Tequila', 'Ingrediant 4': ' 1 oz  Gin', 'Ingrediant 5': ' 1 oz  Triple sec', 'Ingrediant 6': ' 1 oz  Chambord raspberry liqueur', 'Ingrediant 7': ' 1 oz  Midori melon liqueur', 'Ingrediant 8': ' 1 oz  Malibu rum'}"
Smut,Punch / Party Drink,Throw it all together and serve real cold.,Beer mug,Alcoholic,"{'Ingrediant 1': '1/3 part Red wine', 'Ingrediant 2': ' 1 shot  Peach schnapps', 'Ingrediant 3': ' 1/3 part  Pepsi Cola', 'Ingrediant 4': ' 1/3 part  Orange juice'}"
Spritz,Ordinary Drink,"Build into glass over ice, garnish and serve.",Old-Fashioned glass,Alcoholic,"{'Ingrediant 1': '6 clProsecco', 'Ingrediant 2': ' 4 cl Campari', 'Ingrediant 3': ' splash Soda Water'}"
Sazerac,Ordinary Drink,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",Old-fashioned glass,Alcoholic,"{'Ingrediant 1': '1 tsp Ricard', 'Ingrediant 2': ' 1/2 tsp superfine  Sugar', 'Ingrediant 3': ' 2 dashes  Peychaud bitters', 'Ingrediant 4': ' 1 tsp  Water', 'Ingrediant 5': ' 2 oz  Bourbon', 'Ingrediant 6': ' 1 twist of  Lemon peel'}"
Scooter,Ordinary Drink,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 oz Brandy', 'Ingrediant 2': ' 1 oz  Amaretto', 'Ingrediant 3': ' 1 oz  Light cream'}"
Sidecar,Ordinary Drink,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,Cocktail glass,Alcoholic,"{'Ingrediant 1': '2 oz Cognac', 'Ingrediant 2': ' 1/2 oz  Cointreau', 'Ingrediant 3': ' 1 oz  Lemon juice'}"
Sangria,Punch / Party Drink,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,Pitcher,Alcoholic,"{'Ingrediant 1': '1 bottle Red wine', 'Ingrediant 2': ' 1/2 cup  Sugar', 'Ingrediant 3': ' 1 cup  Orange juice', 'Ingrediant 4': ' 1 cup  Lemon juice', 'Ingrediant 5': ' Cloves', 'Ingrediant 6': ' Cinnamon'}"
Stinger,Ordinary Drink,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",Cocktail glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Brandy', 'Ingrediant 2': ' 1/2 oz  White Creme de Menthe'}"
Snowday,Cocktail,Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,Collins glass,Alcoholic,"{'Ingrediant 1': '1 ozVodka', 'Ingrediant 2': ' 1 oz Amaro Montenegro', 'Ingrediant 3': ' 1 oz Ruby Port', 'Ingrediant 4': ' 1 tsp Blood Orange', 'Ingrediant 5': ' Dash Angostura Bitters', 'Ingrediant 6': ' Garnish with Orange Peel'}"
Snowball,Ordinary Drink,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,Highball glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Advocaat', 'Ingrediant 2': ' 8-10 oz cold  Lemonade', 'Ingrediant 3': ' 1 slice  Lemon', 'Ingrediant 4': ' cubes Ice'}"
Shot-Gun,Shot,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,Shot glass,Alcoholic,"{'Ingrediant 1': '1 part Jim Beam', 'Ingrediant 2': ' 1 part  Jack Daniels', 'Ingrediant 3': ' 1 oz  Wild Turkey'}"
Spice 75,Cocktail,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper). Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",Wine Glass,Alcoholic,"{'Ingrediant 1': '60 mlSugar', 'Ingrediant 2': ' 1 tblsp Allspice', 'Ingrediant 3': ' 20 cl Rum', 'Ingrediant 4': ' 90 ml Lime Juice', 'Ingrediant 5': ' 6 cl Champagne', 'Ingrediant 6': ' Garnish with Orange spiral'}"
Salty Dog,Ordinary Drink,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",Highball glass,Alcoholic,"{'Ingrediant 1': '5 oz Grapefruit juice', 'Ingrediant 2': ' 1 1/2 oz  Gin', 'Ingrediant 3': ' 1/4 tsp  Salt'}"
Stone Sour,Ordinary Drink,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",Whiskey sour glass,Alcoholic,"{'Ingrediant 1': '1 oz Apricot brandy', 'Ingrediant 2': ' 1 oz  Orange juice', 'Ingrediant 3': ' 1 oz  Sweet and sour'}"
Sea Breeze,Ordinary Drink,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,Highball glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Vodka', 'Ingrediant 2': ' 4 oz  Cranberry juice', 'Ingrediant 3': ' 1 oz  Grapefruit juice'}"
Scotch Sour,Ordinary Drink,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",Whiskey sour glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Scotch', 'Ingrediant 2': ' Juice of 1/2  Lime', 'Ingrediant 3': ' 1/2 tsp  Powdered sugar', 'Ingrediant 4': ' 1/2 slice  Lemon', 'Ingrediant 5': ' 1  Cherry'}"
Screwdriver,Ordinary Drink,Mix in a highball glass with ice. Garnish and serve.,Highball glass,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': ' Orange juice'}"
Sherry Flip,Ordinary Drink,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Nick and Nora Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz cream Sherry', 'Ingrediant 2': ' 2 tsp  Light cream', 'Ingrediant 3': ' 1 tsp  Powdered sugar', 'Ingrediant 4': ' 1 whole  Egg', 'Ingrediant 5': ' Nutmeg'}"
Sweet Tooth,Milk / Float / Shake,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",Highball Glass,Alcoholic,"{'Ingrediant 1': '2 shots Godiva liqueur', 'Ingrediant 2': ' Milk'}"
Sol Y Sombra,Ordinary Drink,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",Brandy snifter,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Brandy', 'Ingrediant 2': ' 1 1/2 oz  Anisette'}"
Shark Attack,Cocktail,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,Pitcher,Alcoholic,"{'Ingrediant 1': '1 can Lemonade', 'Ingrediant 2': ' 3 cans  Water', 'Ingrediant 3': ' 1 1/2 cup  Vodka'}"
Sherry Eggnog,Ordinary Drink,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",Collins glass,Alcoholic,"{'Ingrediant 1': '2 oz cream Sherry', 'Ingrediant 2': ' 1 tsp  Powdered sugar', 'Ingrediant 3': ' 1 whole  Egg', 'Ingrediant 4': ' Milk', 'Ingrediant 5': ' Nutmeg'}"
Sweet Bananas,Milk / Float / Shake,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Highball Glass,Non alcoholic,"{'Ingrediant 1': '2 cups Milk', 'Ingrediant 2': ' 1  Banana', 'Ingrediant 3': ' 1 tblsp  Honey'}"
